"week_end","pruid","prename","vaccine_group","product_name","numtotal_totaldoses_admin","numtotal_dose1_admin","numtotal_dose2_admin","numtotal_dose3_admin","numtotal_dose4_admin","numtotal_dose5._admin","numtotal_dosenotreported_admin","log_total_doses"
"2021-08-14",1,"Canada","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",1,"Canada","Unknown","Unknown",2075,792,640,0,0,0,643,7.6377164326648
"2021-08-14",10,"Newfoundland and Labrador","Moderna Spikevax formulations","Moderna Spikevax",214978,82452,132526,0,0,0,0,12.2782909762928
"2021-08-14",10,"Newfoundland and Labrador","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",27230,26877,353,0,0,0,0,10.2120745856678
"2021-08-14",10,"Newfoundland and Labrador","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",10,"Newfoundland and Labrador","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",493112,301961,191151,0,0,0,0,13.1084916077506
"2021-08-14",10,"Newfoundland and Labrador","Total","Total",735320,411290,324030,0,0,0,0,13.5080610575968
"2021-08-14",10,"Newfoundland and Labrador","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",10,"Newfoundland and Labrador","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-14",11,"Prince Edward Island","Moderna Spikevax formulations","Moderna Spikevax",51517,27185,24332,0,0,0,0,10.8496671292691
"2021-08-14",11,"Prince Edward Island","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",5892,5282,610,0,0,0,0,8.68135077758252
"2021-08-14",11,"Prince Edward Island","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",11,"Prince Edward Island","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",168232,92697,75535,0,0,0,0,12.0330992581285
"2021-08-14",11,"Prince Edward Island","Total","Total",225641,125164,100477,0,0,0,0,12.3267005196824
"2021-08-14",11,"Prince Edward Island","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",11,"Prince Edward Island","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-14",12,"Nova Scotia","Moderna Spikevax formulations","Moderna Spikevax",420776,144267,276509,0,0,0,0,12.9498559045586
"2021-08-14",12,"Nova Scotia","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",59821,58973,848,0,0,0,0,10.9991120488613
"2021-08-14",12,"Nova Scotia","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",12,"Nova Scotia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",928219,544266,383953,0,0,0,0,13.7410229753061
"2021-08-14",12,"Nova Scotia","Total","Total",1409504,747816,661688,0,0,0,0,14.1587484274181
"2021-08-14",12,"Nova Scotia","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",12,"Nova Scotia","Unknown","Unknown",688,310,378,0,0,0,0,6.53378883793334
"2021-08-14",24,"Quebec","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",24,"Quebec","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",35,"Ontario","Moderna Spikevax formulations","Moderna Spikevax",5262568,1973801,3288767,0,0,0,0,15.4761296785045
"2021-08-14",35,"Ontario","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",1087153,864677,222476,0,0,0,0,13.8990729105682
"2021-08-14",35,"Ontario","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",35,"Ontario","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",13770022,7744211,6025811,0,0,0,0,16.4380044683797
"2021-08-14",35,"Ontario","Total","Total",20119743,10582689,9537054,0,0,0,0,16.8172121297544
"2021-08-14",35,"Ontario","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",35,"Ontario","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-14",46,"Manitoba","Moderna Spikevax formulations","Moderna Spikevax",510949,355814,155084,50,1,0,0,13.1440250598998
"2021-08-14",46,"Manitoba","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",85381,79477,5904,0,0,0,0,11.3548788725882
"2021-08-14",46,"Manitoba","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",46,"Manitoba","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1252257,734232,517985,38,2,0,0,14.0404580811424
"2021-08-14",46,"Manitoba","Total","Total",1848587,1169523,678973,88,3,0,0,14.4299321214393
"2021-08-14",46,"Manitoba","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",46,"Manitoba","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-14",47,"Saskatchewan","Moderna Spikevax formulations","Moderna Spikevax",325228,149469,175754,5,0,0,0,12.6922817538103
"2021-08-14",47,"Saskatchewan","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",90951,74233,16718,0,0,0,0,11.418076178938
"2021-08-14",47,"Saskatchewan","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",47,"Saskatchewan","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1028181,545186,482936,59,0,0,0,13.8433017795376
"2021-08-14",47,"Saskatchewan","Total","Total",1444360,768888,675408,64,0,0,0,14.1831768748422
"2021-08-14",47,"Saskatchewan","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",47,"Saskatchewan","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-14",48,"Alberta","Moderna Spikevax formulations","Moderna Spikevax",1133280,558693,574519,68,0,0,0,13.9406266409874
"2021-08-14",48,"Alberta","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",307079,266438,40634,7,0,0,0,12.6348603224561
"2021-08-14",48,"Alberta","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",48,"Alberta","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",4033987,2053214,1980404,369,0,0,0,15.2102657748833
"2021-08-14",48,"Alberta","Total","Total",5474346,2878345,2595557,444,0,0,0,15.5155833744771
"2021-08-14",48,"Alberta","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",48,"Alberta","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-14",59,"British Columbia","Moderna Spikevax formulations","Moderna Spikevax",1703278,792775,910408,95,0,0,0,14.3480651876612
"2021-08-14",59,"British Columbia","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",385355,277267,108049,39,0,0,0,12.8619202663393
"2021-08-14",59,"British Columbia","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",59,"British Columbia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",5114353,2746350,2367794,209,0,0,0,15.4475614586537
"2021-08-14",59,"British Columbia","Total","Total",7202986,3816392,3386251,343,0,0,0,15.790006220235
"2021-08-14",59,"British Columbia","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",59,"British Columbia","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-14",60,"Yukon","Moderna Spikevax formulations","Moderna Spikevax",60717,31102,29615,0,0,0,0,11.0139790037343
"2021-08-14",60,"Yukon","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2021-08-14",60,"Yukon","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",60,"Yukon","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",3982,2127,1855,0,0,0,0,8.28953948462414
"2021-08-14",60,"Yukon","Total","Total",64699,33229,31470,0,0,0,0,11.077501024419
"2021-08-14",60,"Yukon","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",60,"Yukon","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-14",61,"Northwest Territories","Moderna Spikevax formulations","Moderna Spikevax",59754,30804,28950,0,0,0,0,10.9979914131597
"2021-08-14",61,"Northwest Territories","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2021-08-14",61,"Northwest Territories","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",61,"Northwest Territories","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",5672,2882,2790,0,0,0,0,8.64329706821196
"2021-08-14",61,"Northwest Territories","Total","Total",65426,33686,31740,0,0,0,0,11.0886750119586
"2021-08-14",61,"Northwest Territories","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",61,"Northwest Territories","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-14",62,"Nunavut","Moderna Spikevax formulations","Moderna Spikevax",38688,20099,18589,0,0,0,0,10.5632847534145
"2021-08-14",62,"Nunavut","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2021-08-14",62,"Nunavut","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-14",62,"Nunavut","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",4931,2671,2260,0,0,0,0,8.50329708622413
"2021-08-14",62,"Nunavut","Total","Total",43619,22770,20849,0,0,0,0,10.6832481142292
"2021-08-14",62,"Nunavut","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-14",62,"Nunavut","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-21",1,"Canada","Moderna Spikevax formulations","Moderna Spikevax",12870327,4312425,5910123,970,1,0,2646808,16.3704349871749
"2021-08-21",1,"Canada","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",2795267,1697701,402663,47,0,0,694856,14.8434381877369
"2021-08-21",1,"Canada","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",1,"Canada","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",36648817,15306584,12607693,4775,3,0,8729762,17.4168917074677
"2021-08-21",1,"Canada","Total","Total",52316598,21317791,18921111,5792,4,0,12071900,17.7728242400634
"2021-08-21",1,"Canada","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",1,"Canada","Unknown","Unknown",2187,1081,632,0,0,0,474,7.69028602067677
"2021-08-21",10,"Newfoundland and Labrador","Moderna Spikevax formulations","Moderna Spikevax",231221,83903,147318,0,0,0,0,12.3511292421054
"2021-08-21",10,"Newfoundland and Labrador","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",27252,26888,364,0,0,0,0,10.2128821918936
"2021-08-21",10,"Newfoundland and Labrador","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",10,"Newfoundland and Labrador","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",504953,303166,201787,0,0,0,0,13.1322206346193
"2021-08-21",10,"Newfoundland and Labrador","Total","Total",763426,413957,349469,0,0,0,0,13.5455714768742
"2021-08-21",10,"Newfoundland and Labrador","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",10,"Newfoundland and Labrador","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-21",11,"Prince Edward Island","Moderna Spikevax formulations","Moderna Spikevax",54092,27522,26570,0,0,0,0,10.8984415795932
"2021-08-21",11,"Prince Edward Island","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",5894,5283,611,0,0,0,0,8.68169016329764
"2021-08-21",11,"Prince Edward Island","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",11,"Prince Edward Island","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",174728,93156,81572,0,0,0,0,12.0709857580362
"2021-08-21",11,"Prince Edward Island","Total","Total",234714,125961,108753,0,0,0,0,12.3661230306779
"2021-08-21",11,"Prince Edward Island","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",11,"Prince Edward Island","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-21",12,"Nova Scotia","Moderna Spikevax formulations","Moderna Spikevax",422475,144529,277946,0,0,0,0,12.953885552431
"2021-08-21",12,"Nova Scotia","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",59837,58988,849,0,0,0,0,10.9993794777018
"2021-08-21",12,"Nova Scotia","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",12,"Nova Scotia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",942841,548024,394817,0,0,0,0,13.7566529365827
"2021-08-21",12,"Nova Scotia","Total","Total",1425773,751818,673955,0,0,0,0,14.1702246807491
"2021-08-21",12,"Nova Scotia","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",12,"Nova Scotia","Unknown","Unknown",620,277,343,0,0,0,0,6.42971947803914
"2021-08-21",24,"Quebec","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",24,"Quebec","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",35,"Ontario","Moderna Spikevax formulations","Moderna Spikevax",5318061,1983969,3334092,0,0,0,0,15.4866193211969
"2021-08-21",35,"Ontario","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",1087434,864667,222767,0,0,0,0,13.8993313504481
"2021-08-21",35,"Ontario","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",35,"Ontario","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",13986681,7818561,6168120,0,0,0,0,16.4536160776092
"2021-08-21",35,"Ontario","Total","Total",20392176,10667197,9724979,0,0,0,0,16.8306618558365
"2021-08-21",35,"Ontario","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",35,"Ontario","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-21",46,"Manitoba","Moderna Spikevax formulations","Moderna Spikevax",520811,359803,160955,52,1,0,0,13.1631424910052
"2021-08-21",46,"Manitoba","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",86011,79929,6082,0,0,0,0,11.362230474033
"2021-08-21",46,"Manitoba","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",46,"Manitoba","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1269825,740936,528849,37,3,0,0,14.0543896536645
"2021-08-21",46,"Manitoba","Total","Total",1876953,1180974,695886,89,4,0,0,14.4451602752978
"2021-08-21",46,"Manitoba","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",46,"Manitoba","Unknown","Unknown",306,306,0,0,0,0,0,5.72358510195238
"2021-08-21",47,"Saskatchewan","Moderna Spikevax formulations","Moderna Spikevax",328542,150293,177541,708,0,0,0,12.7024199626155
"2021-08-21",47,"Saskatchewan","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",90979,74253,16726,0,0,0,0,11.4183839896369
"2021-08-21",47,"Saskatchewan","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",47,"Saskatchewan","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1043731,549535,490268,3928,0,0,0,13.8583123513887
"2021-08-21",47,"Saskatchewan","Total","Total",1463252,774081,684535,4636,0,0,0,14.196171913973
"2021-08-21",47,"Saskatchewan","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",47,"Saskatchewan","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-21",48,"Alberta","Moderna Spikevax formulations","Moderna Spikevax",1141820,560813,580905,102,0,0,0,13.9481340385614
"2021-08-21",48,"Alberta","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",307397,266518,40872,7,0,0,0,12.6358953507677
"2021-08-21",48,"Alberta","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",48,"Alberta","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",4075503,2067779,2007127,597,0,0,0,15.2205047326224
"2021-08-21",48,"Alberta","Total","Total",5524720,2895110,2628904,706,0,0,0,15.5247431253508
"2021-08-21",48,"Alberta","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",48,"Alberta","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-21",59,"British Columbia","Moderna Spikevax formulations","Moderna Spikevax",1747376,802718,944550,108,0,0,0,14.3736257920603
"2021-08-21",59,"British Columbia","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",385555,277324,108191,40,0,0,0,12.8624391336636
"2021-08-21",59,"British Columbia","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",59,"British Columbia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",5173186,2760704,2412269,213,0,0,0,15.4589993042642
"2021-08-21",59,"British Columbia","Total","Total",7306117,3840746,3465010,361,0,0,0,15.804222500444
"2021-08-21",59,"British Columbia","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",59,"British Columbia","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-21",60,"Yukon","Moderna Spikevax formulations","Moderna Spikevax",61014,31185,29829,0,0,0,0,11.0188586250192
"2021-08-21",60,"Yukon","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2021-08-21",60,"Yukon","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",60,"Yukon","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",4052,2150,1902,0,0,0,0,8.30696586536857
"2021-08-21",60,"Yukon","Total","Total",65066,33335,31731,0,0,0,0,11.0831574183389
"2021-08-21",60,"Yukon","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",60,"Yukon","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-21",61,"Northwest Territories","Moderna Spikevax formulations","Moderna Spikevax",60392,31175,29217,0,0,0,0,11.0086119248195
"2021-08-21",61,"Northwest Territories","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2021-08-21",61,"Northwest Territories","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",61,"Northwest Territories","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",5872,2987,2885,0,0,0,0,8.67795057029435
"2021-08-21",61,"Northwest Territories","Total","Total",66264,34162,32102,0,0,0,0,11.1014020422781
"2021-08-21",61,"Northwest Territories","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",61,"Northwest Territories","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-21",62,"Nunavut","Moderna Spikevax formulations","Moderna Spikevax",39042,20273,18769,0,0,0,0,10.572393268723
"2021-08-21",62,"Nunavut","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2021-08-21",62,"Nunavut","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-21",62,"Nunavut","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",5096,2725,2371,0,0,0,0,8.536211197252
"2021-08-21",62,"Nunavut","Total","Total",44138,22998,21140,0,0,0,0,10.6950763684081
"2021-08-21",62,"Nunavut","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-21",62,"Nunavut","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-28",1,"Canada","Moderna Spikevax formulations","Moderna Spikevax",13047665,4345521,5998218,1973,1,0,2701952,16.3841197485205
"2021-08-28",1,"Canada","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",2797325,1698118,403671,53,0,0,695483,14.8441741613581
"2021-08-28",1,"Canada","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-28",1,"Canada","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",37197478,15446884,12841945,9848,3,0,8898798,17.4317515212462
"2021-08-28",1,"Canada","Total","Total",53044724,21491650,19244532,11874,4,0,12296664,17.7866459647326
"2021-08-28",1,"Canada","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-28",1,"Canada","Unknown","Unknown",2256,1127,698,0,0,0,431,7.72134861261795
"2021-08-28",10,"Newfoundland and Labrador","Moderna Spikevax formulations","Moderna Spikevax",236789,85235,151554,0,0,0,0,12.3749247282103
"2021-08-28",10,"Newfoundland and Labrador","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",27266,26900,366,0,0,0,0,10.2133957837461
"2021-08-28",10,"Newfoundland and Labrador","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-28",10,"Newfoundland and Labrador","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",515406,304467,210939,0,0,0,0,13.1527102185762
"2021-08-28",10,"Newfoundland and Labrador","Total","Total",779461,416602,362859,0,0,0,0,13.5663579341565
"2021-08-28",10,"Newfoundland and Labrador","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-28",10,"Newfoundland and Labrador","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-28",11,"Prince Edward Island","Moderna Spikevax formulations","Moderna Spikevax",56221,27817,28404,0,0,0,0,10.9370456315667
"2021-08-28",11,"Prince Edward Island","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",5895,5284,611,0,0,0,0,8.68185981297147
"2021-08-28",11,"Prince Edward Island","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-28",11,"Prince Edward Island","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",177557,93586,83971,0,0,0,0,12.087046963108
"2021-08-28",11,"Prince Edward Island","Total","Total",239673,126687,112986,0,0,0,0,12.387030773277
"2021-08-28",11,"Prince Edward Island","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-28",11,"Prince Edward Island","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-28",12,"Nova Scotia","Moderna Spikevax formulations","Moderna Spikevax",427935,145340,282595,0,0,0,0,12.9667265938718
"2021-08-28",12,"Nova Scotia","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",59853,59001,852,0,0,0,0,10.9996468350432
"2021-08-28",12,"Nova Scotia","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-28",12,"Nova Scotia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",954746,550887,403859,0,0,0,0,13.7692006155006
"2021-08-28",12,"Nova Scotia","Total","Total",1443078,755480,687598,0,0,0,0,14.1822888903492
"2021-08-28",12,"Nova Scotia","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-28",12,"Nova Scotia","Unknown","Unknown",544,252,292,0,0,0,0,6.29894924685594
"2021-08-28",24,"Quebec","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-28",24,"Quebec","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-28",35,"Ontario","Moderna Spikevax formulations","Moderna Spikevax",5360352,1992612,3367740,0,0,0,0,15.4945402025325
"2021-08-28",35,"Ontario","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",1087698,864692,223006,0,0,0,0,13.899574094338
"2021-08-28",35,"Ontario","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-28",35,"Ontario","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",14179782,7891498,6288284,0,0,0,0,16.4673277051842
"2021-08-28",35,"Ontario","Total","Total",20627832,10748802,9879030,0,0,0,0,16.8421517898499
"2021-08-28",35,"Ontario","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-28",35,"Ontario","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-28",46,"Manitoba","Moderna Spikevax formulations","Moderna Spikevax",526066,361516,164499,50,1,0,0,13.1731819591337
"2021-08-28",46,"Manitoba","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",86181,80043,6138,0,0,0,0,11.3642050147228
"2021-08-28",46,"Manitoba","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-28",46,"Manitoba","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1285941,746987,538912,39,3,0,0,14.0670013040336
"2021-08-28",46,"Manitoba","Total","Total",1898507,1188865,709549,89,4,0,0,14.4565783457686
"2021-08-28",46,"Manitoba","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-28",46,"Manitoba","Unknown","Unknown",319,319,0,0,0,0,0,5.76519110278484
"2021-08-28",47,"Saskatchewan","Moderna Spikevax formulations","Moderna Spikevax",332108,151174,179293,1641,0,0,0,12.7132154962045
"2021-08-28",47,"Saskatchewan","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",91024,74282,16742,0,0,0,0,11.4188784869904
"2021-08-28",47,"Saskatchewan","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-28",47,"Saskatchewan","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1060173,554650,496820,8703,0,0,0,13.8739426603185
"2021-08-28",47,"Saskatchewan","Total","Total",1483305,780106,692855,10344,0,0,0,14.2097832641683
"2021-08-28",47,"Saskatchewan","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-28",47,"Saskatchewan","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-28",48,"Alberta","Moderna Spikevax formulations","Moderna Spikevax",1150534,563367,587021,146,0,0,0,13.9557367403894
"2021-08-28",48,"Alberta","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",307719,266583,41127,9,0,0,0,12.6369423078601
"2021-08-28",48,"Alberta","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2021-08-28",48,"Alberta","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",4118976,2085312,2032800,864,0,0,0,15.2311151467443
"2021-08-28",48,"Alberta","Total","Total",5577229,2915262,2660948,1019,0,0,0,15.5342026160313
"2021-08-28",48,"Alberta","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2021-08-28",48,"Alberta","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2021-08-28",59,"British Columbia","Moderna Spikevax formulations","Moderna Spikevax",1790156,818414,971613,129,0,0,0,14.3978133248575
